City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Udachnyy,RU,2021-03-24 22:09:36,66.4167,112.4,-11.54,98,96,6.76
279,Sioux Lookout,CA,2021-03-24 22:09:36,50.1001,-91.917,28.4,74,90,8.05
280,Port Blair,IN,2021-03-24 22:09:36,11.6667,92.75,80.87,78,9,4.45
281,Harnosand,SE,2021-03-24 22:09:37,62.6323,17.9379,30.2,86,2,3.44
282,Larap,PH,2021-03-24 22:09:37,14.299,122.6504,77.13,80,84,8.28
283,Tura,IN,2021-03-24 22:09:37,25.5198,90.2201,72.54,24,43,3.56
284,Launceston,AU,2021-03-24 22:06:18,-41.45,147.1667,61.0,94,90,11.5
285,Hvide Sande,DK,2021-03-24 22:09:38,56.0045,8.1294,44.01,79,80,13.62
286,Laguna,US,2021-03-24 22:05:47,38.421,-121.4238,69.8,16,1,6.91
287,Kualakapuas,ID,2021-03-24 22:09:38,-3.0091,114.3876,77.0,100,20,4.61
288,Wanning,CN,2021-03-24 22:09:38,18.8003,110.3967,72.0,92,77,5.08
289,Paragominas,BR,2021-03-24 22:09:38,-2.9667,-47.4833,73.49,97,81,3.27
290,Kambove,CD,2021-03-24 22:09:39,-10.8764,26.5969,60.58,98,81,3.98
291,Winsum,NL,2021-03-24 22:09:40,53.33,6.5208,46.99,84,96,7.56
292,Pacific Grove,US,2021-03-24 22:09:40,36.6177,-121.9166,63.0,51,1,8.05
293,Waspan,NI,2021-03-24 22:09:41,14.7419,-83.9717,84.2,74,20,11.5
